23.0,2019-01-02 00:14:40,2
1.2,2019-01-07 20:15:00,2
-20.1,2019-01-15 20:43:11,2
8.8,2019-01-08 02:43:30,2
35.2,2019-01-01 14:54:19,2
3.5,2019-01-16 21:46:10,2
-11.8,2019-01-12 16:55:58,2
-36.7,2019-01-11 03:57:24,2
35.6,2019-01-29 22:40:42,2
9.5,2019-01-12 19:00:09,2
-33.1,2019-01-21 11:35:39,2
29.9,2019-01-06 21:01:21,2
23.3,2019-01-19 03:17:53,2
20.9,2019-01-20 14:11:17,2
-26.4,2019-01-08 23:04:57,2
-32.4,2019-01-06 22:05:54,2
34.5,2019-01-18 21:37:07,2
-6.1,2019-01-14 08:25:03,2
-6.7,2019-01-12 03:40:40,2
23.8,2019-01-19 15:50:05,2
34.7,2019-01-07 03:26:52,2
10.7,2019-01-04 18:08:06,2
-9.1,2019-01-17 06:54:27,2
35.7,2019-01-24 15:25:25,2
-25.4,2019-01-21 23:31:52,2
-22.5,2019-01-15 08:18:18,2
28.5,2019-01-24 13:51:08,2
-13.0,2019-01-26 22:12:17,2
18.6,2019-01-16 04:04:58,2
35.5,2019-01-11 09:06:28,2
7.6,2019-01-02 06:22:01,2
-11.0,2019-01-24 17:58:26,2
-35.9,2019-01-24 11:24:53,2
-9.6,2019-01-14 02:03:42,2
-0.9,2019-01-21 12:52:57,2
-22.4,2019-01-26 14:26:34,2
21.3,2019-01-20 09:15:26,2
-3.3,2019-01-12 11:32:43,2
-14.8,2019-01-19 10:06:12,2
-38.6,2019-01-01 13:23:15,2
38.5,2019-01-17 19:03:49,2
-30.0,2019-01-11 04:13:01,2
-21.8,2019-01-20 23:25:56,2
34.9,2019-01-26 13:41:47,2
-18.2,2019-01-28 08:40:02,2
-25.8,2019-01-02 13:33:19,2
-5.9,2019-01-27 01:50:27,2
-21.9,2019-01-23 01:59:06,2
-25.8,2019-01-24 12:47:06,2
-28.4,2019-01-25 21:58:18,2
-15.8,2019-01-21 21:25:16,2
14.0,2019-01-10 19:53:45,2
-24.3,2019-01-10 23:39:45,2
-11.8,2019-01-20 04:03:04,2
38.6,2019-01-12 19:28:58,2
4.0,2019-01-14 05:58:16,2
-21.6,2019-01-25 21:32:06,2
-31.2,2019-01-16 00:50:40,2
-39.8,2019-01-23 12:09:17,2
19.0,2019-01-27 18:41:24,2
25.1,2019-01-01 14:59:20,2
-35.8,2019-01-01 18:58:52,2
19.5,2019-01-06 10:17:18,2
18.1,2019-01-16 13:49:36,2
-3.1,2019-01-26 13:20:45,2
-37.0,2019-01-10 10:37:47,2
-3.3,2019-01-10 23:51:31,2
-10.5,2019-01-29 08:42:52,2
-15.7,2019-01-02 16:20:29,2
10.5,2019-01-25 06:51:01,2
-35.2,2019-01-14 10:41:45,2
16.9,2019-01-26 06:47:27,2
29.7,2019-01-26 02:01:38,2
39.3,2019-01-06 15:28:32,2
-31.4,2019-01-21 06:00:37,2
-35.0,2019-01-08 21:14:56,2
-9.2,2019-01-26 05:00:04,2
-21.2,2019-01-03 09:58:16,2
24.6,2019-01-30 17:29:29,2
20.1,2019-01-15 01:00:19,2
-13.0,2019-01-10 02:15:49,2
-4.7,2019-01-17 08:27:36,2
35.5,2019-01-14 10:20:13,2
-29.1,2019-01-11 09:22:16,2
11.2,2019-01-01 22:16:25,2
-17.5,2019-01-18 16:14:45,2
2.8,2019-01-03 02:42:44,2
30.6,2019-01-14 18:11:01,2
-16.9,2019-01-08 10:37:03,2
-19.7,2019-01-04 22:31:40,2
-2.9,2019-01-16 13:54:42,2
10.7,2019-01-24 06:34:37,2
29.8,2019-01-12 12:43:02,2
17.7,2019-01-16 21:20:04,2
-36.1,2019-01-20 10:08:27,2
28.6,2019-01-11 02:40:50,2
-33.8,2019-01-11 16:03:31,2
38.9,2019-01-01 18:16:21,2
-16.4,2019-01-15 21:33:34,2
-31.9,2019-01-06 21:23:55,2
-37.7,2019-01-30 20:05:51,2
3.2,2019-01-03 02:18:14,2
18.4,2019-01-13 18:41:02,2
-37.4,2019-01-28 15:51:25,2
-34.8,2019-01-25 04:59:29,2
-29.7,2019-01-26 09:11:58,2
-38.9,2019-01-18 19:11:45,2
-24.5,2019-01-01 04:02:08,2
38.2,2019-01-20 18:31:24,2
15.9,2019-01-09 05:52:49,2
39.5,2019-01-19 11:09:50,2
-10.6,2019-01-21 07:36:30,2
21.6,2019-01-23 12:09:50,2
-23.9,2019-01-04 04:42:26,2
34.8,2019-01-22 02:54:59,2
17.8,2019-01-04 23:32:51,2
-0.6,2019-01-30 22:12:52,2
-18.9,2019-01-15 15:15:13,2
-39.7,2019-01-14 02:04:35,2
1.4,2019-01-20 11:46:27,2
-0.2,2019-01-20 05:31:12,2
37.5,2019-01-06 04:13:30,2
-31.1,2019-01-17 03:03:33,2
-7.9,2019-01-11 07:46:08,2
-3.5,2019-01-08 08:45:20,2
-5.7,2019-01-23 11:49:17,2
30.6,2019-01-20 14:47:21,2
22.7,2019-01-16 02:07:14,2
-38.2,2019-01-20 16:39:21,2
1.3,2019-01-03 10:00:15,2
22.9,2019-01-07 02:06:23,2
-18.0,2019-01-26 02:25:41,2
13.3,2019-01-12 10:35:34,2
5.1,2019-01-05 05:37:00,2
31.1,2019-01-11 02:18:26,2
18.6,2019-01-18 20:20:15,2
-16.8,2019-01-09 01:28:01,2
-6.8,2019-01-12 16:59:15,2
-19.3,2019-01-27 18:21:44,2
-14.8,2019-01-26 21:59:56,2
22.7,2019-01-29 12:58:49,2
18.4,2019-01-21 08:51:18,2
1.3,2019-01-22 04:10:40,2
-35.9,2019-01-06 17:24:24,2
-26.2,2019-01-01 05:38:11,2
4.4,2019-01-15 00:23:29,2
-0.4,2019-01-30 14:08:08,2
4.1,2019-01-23 16:55:47,2
38.7,2019-01-11 19:17:44,2
38.1,2019-01-08 13:27:26,2
-25.9,2019-01-10 10:11:40,2
-29.7,2019-01-02 07:51:23,2
39.7,2019-01-08 18:59:00,2
31.5,2019-01-09 15:47:47,2
-8.2,2019-01-22 16:42:27,2
13.2,2019-01-18 15:11:01,2
-35.2,2019-01-21 16:39:06,2
-32.4,2019-01-17 05:55:28,2
-6.6,2019-01-02 07:06:23,2
22.6,2019-01-30 22:10:59,2
-27.6,2019-01-27 18:38:05,2
4.2,2019-01-15 17:41:01,2
2.1,2019-01-22 14:17:07,2
-5.9,2019-01-23 01:56:57,2
-18.1,2019-01-15 12:05:01,2
10.4,2019-01-20 15:38:50,2
38.2,2019-01-05 12:16:15,2
9.6,2019-01-27 13:10:58,2
17.8,2019-01-21 02:40:06,2
-38.1,2019-01-12 07:59:34,2
11.1,2019-01-29 12:09:15,2
11.4,2019-01-04 14:20:37,2
39.0,2019-01-18 22:38:14,2
23.0,2019-01-09 15:08:21,2
10.3,2019-01-24 15:41:29,2
-36.4,2019-01-18 23:37:19,2
-10.7,2019-01-16 05:19:30,2
27.6,2019-01-12 09:12:49,2
3.6,2019-01-12 04:39:14,2
-6.1,2019-01-06 04:23:26,2
1.3,2019-01-16 20:07:03,2
-28.1,2019-01-09 18:34:30,2
-23.2,2019-01-01 17:24:11,2
38.2,2019-01-03 04:18:49,2
9.7,2019-01-02 17:23:57,2
31.3,2019-01-02 08:42:29,2
7.1,2019-01-27 11:21:02,2
-12.5,2019-01-15 20:54:19,2
22.1,2019-01-28 14:41:17,2
36.0,2019-01-05 04:25:36,2
-22.7,2019-01-10 21:39:52,2
-38.1,2019-01-28 17:46:48,2
-35.3,2019-01-04 08:50:38,2
-30.3,2019-01-11 17:22:42,2
34.4,2019-01-23 07:33:59,2
36.8,2019-01-19 04:57:42,2
-39.2,2019-01-06 09:16:50,2
-15.7,2019-01-13 16:06:33,2
10.0,2019-01-12 08:09:12,2
26.8,2019-01-21 17:19:14,2
2.6,2019-01-01 02:46:39,2
33.8,2019-01-10 08:43:33,2
2.1,2019-01-16 05:05:58,2
-23.6,2019-01-15 19:00:31,2
-30.4,2019-01-13 05:12:46,2
-36.2,2019-01-17 12:56:23,2
-3.2,2019-01-22 17:21:53,2
-27.5,2019-01-15 19:03:56,2
-17.8,2019-01-26 13:24:03,2
-28.6,2019-01-16 23:52:16,2
-8.2,2019-01-16 07:28:21,2
-38.6,2019-01-29 19:44:23,2
-2.4,2019-01-24 21:55:46,2
-31.3,2019-01-25 09:06:00,2
-0.2,2019-01-17 10:19:13,2
-13.1,2019-01-19 09:22:09,2
12.7,2019-01-17 13:37:57,2
-29.6,2019-01-15 14:03:08,2
16.8,2019-01-24 02:00:30,2
-38.3,2019-01-11 11:53:48,2
-37.5,2019-01-08 18:07:54,2
-38.5,2019-01-22 08:48:32,2
32.6,2019-01-21 20:46:54,2
36.5,2019-01-17 04:10:55,2
-38.8,2019-01-12 13:10:44,2
4.8,2019-01-05 19:42:11,2
34.4,2019-01-28 22:13:28,2
3.5,2019-01-25 18:24:35,2
-11.1,2019-01-15 14:45:07,2
10.3,2019-01-03 11:16:45,2
-25.5,2019-01-03 02:24:58,2
6.9,2019-01-21 21:33:20,2
-6.8,2019-01-14 05:27:35,2
-13.4,2019-01-22 08:31:12,2
10.4,2019-01-02 03:06:15,2
-3.8,2019-01-01 12:58:40,2
13.6,2019-01-22 21:23:37,2
-30.3,2019-01-16 08:22:24,2
-4.8,2019-01-23 04:04:25,2
-32.8,2019-01-22 23:17:24,2
-7.7,2019-01-17 02:48:37,2
19.9,2019-01-01 05:05:13,2
0.6,2019-01-18 16:25:12,2
-0.7,2019-01-14 17:56:26,2
-34.5,2019-01-02 23:59:55,2
-28.0,2019-01-13 08:11:54,2
-16.5,2019-01-12 07:45:23,2
-38.6,2019-01-10 05:21:33,2
34.7,2019-01-24 09:52:25,2
-0.4,2019-01-03 07:06:53,2
-16.3,2019-01-12 06:23:56,2
1.0,2019-01-08 21:35:16,2
-13.5,2019-01-22 20:57:46,2
33.2,2019-01-23 11:00:50,2
34.4,2019-01-06 20:07:27,2
-4.9,2019-01-20 13:54:55,2
21.2,2019-01-15 14:39:15,2
30.4,2019-01-27 02:59:34,2
-32.7,2019-01-13 15:24:35,2
-32.3,2019-01-24 18:18:48,2
-36.8,2019-01-05 20:00:18,2
-24.8,2019-01-17 10:28:43,2
-15.5,2019-01-09 15:06:32,2
-32.9,2019-01-10 10:03:43,2
-11.4,2019-01-02 04:42:47,2
2.6,2019-01-12 23:42:37,2
21.0,2019-01-26 19:04:20,2
-8.4,2019-01-26 18:05:32,2
-4.6,2019-01-04 03:53:47,2
30.6,2019-01-02 15:23:41,2
9.7,2019-01-04 10:28:40,2
-33.2,2019-01-28 05:48:53,2
-32.4,2019-01-15 02:34:54,2
-26.4,2019-01-01 13:13:37,2
-34.7,2019-01-04 13:26:34,2
37.9,2019-01-03 20:35:22,2
34.6,2019-01-25 07:44:46,2
11.3,2019-01-29 19:27:54,2
-34.2,2019-01-12 12:04:45,2
-17.1,2019-01-10 18:07:27,2
-33.7,2019-01-10 19:44:45,2
25.9,2019-01-19 03:52:02,2
-17.1,2019-01-12 20:29:34,2
-29.7,2019-01-14 13:24:40,2
-13.4,2019-01-04 07:26:20,2
9.7,2019-01-17 19:45:25,2
-10.8,2019-01-21 16:07:03,2
-30.3,2019-01-22 05:31:30,2
-27.2,2019-01-22 16:36:39,2
23.8,2019-01-07 13:40:48,2
4.3,2019-01-10 18:13:35,2
-6.1,2019-01-04 14:46:20,2
-17.0,2019-01-18 16:36:22,2
35.9,2019-01-06 18:25:38,2
-25.3,2019-01-26 12:04:56,2
-14.8,2019-01-27 18:32:08,2
37.7,2019-01-19 13:23:29,2
13.2,2019-01-21 15:28:27,2
-32.7,2019-01-14 20:35:15,2
38.8,2019-01-27 23:01:52,2
33.6,2019-01-06 23:45:24,2
-37.3,2019-01-01 08:12:42,2
37.7,2019-01-08 05:51:30,2
17.0,2019-01-21 13:05:05,2
23.1,2019-01-11 00:31:14,2
23.8,2019-01-24 18:15:20,2
-22.6,2019-01-16 22:16:07,2
21.1,2019-01-15 01:12:54,2
-9.6,2019-01-19 17:57:17,2
-2.3,2019-01-19 06:13:18,2
-34.8,2019-01-16 23:23:26,2
8.0,2019-01-07 10:42:25,2
-1.1,2019-01-24 11:04:22,2
1.7,2019-01-08 15:40:59,2
5.7,2019-01-23 10:15:55,2
-5.4,2019-01-26 07:27:13,2
13.9,2019-01-12 14:12:22,2
-39.6,2019-01-12 09:38:01,2
-33.8,2019-01-24 15:32:18,2
37.7,2019-01-17 16:15:58,2
-14.2,2019-01-27 01:59:56,2
33.2,2019-01-09 00:18:52,2
19.7,2019-01-10 10:46:57,2
5.6,2019-01-26 18:11:32,2
33.5,2019-01-24 07:11:53,2
-32.4,2019-01-04 05:48:33,2
-24.5,2019-01-05 12:39:00,2
-39.1,2019-01-26 05:33:53,2
-3.1,2019-01-26 11:20:48,2
-33.2,2019-01-21 06:57:44,2
-8.8,2019-01-23 00:14:32,2
23.4,2019-01-11 02:05:16,2
17.2,2019-01-01 19:14:28,2
37.5,2019-01-08 01:31:50,2
-21.6,2019-01-27 18:29:13,2
14.3,2019-01-27 17:36:42,2
21.1,2019-01-18 01:07:55,2
33.5,2019-01-09 23:22:56,2
22.7,2019-01-03 16:42:16,2
-18.7,2019-01-14 06:07:41,2
-5.0,2019-01-18 15:00:56,2
-27.3,2019-01-27 16:14:21,2
8.9,2019-01-20 13:13:26,2
18.9,2019-01-18 22:46:32,2
5.2,2019-01-15 03:33:06,2
28.5,2019-01-09 04:58:24,2
-19.8,2019-01-10 09:28:36,2
-35.5,2019-01-21 17:08:30,2
-36.7,2019-01-05 13:24:31,2
14.5,2019-01-13 05:49:51,2
18.2,2019-01-18 16:06:51,2
-8.1,2019-01-14 23:30:36,2
-2.7,2019-01-27 06:46:22,2
4.1,2019-01-05 13:39:03,2
-30.0,2019-01-26 21:58:10,2
-6.8,2019-01-01 05:26:40,2
21.1,2019-01-14 14:29:46,2
17.5,2019-01-10 04:47:53,2
22.4,2019-01-13 00:21:46,2
-35.0,2019-01-28 07:50:28,2
-11.7,2019-01-15 13:28:49,2
35.2,2019-01-13 05:38:43,2
-8.8,2019-01-13 14:53:13,2
-37.4,2019-01-07 00:04:40,2
-7.5,2019-01-27 01:43:49,2
37.8,2019-01-20 16:45:33,2
-21.8,2019-01-03 21:00:28,2
-31.8,2019-01-11 05:34:58,2
-17.6,2019-01-29 08:51:09,2
19.3,2019-01-06 17:59:35,2
39.6,2019-01-23 11:33:59,2
4.0,2019-01-26 03:43:43,2
35.6,2019-01-21 15:51:12,2
2.5,2019-01-17 12:01:26,2
-16.8,2019-01-24 00:05:49,2
-10.6,2019-01-09 10:39:23,2
13.1,2019-01-28 16:56:58,2
-6.0,2019-01-21 06:55:18,2
29.3,2019-01-03 20:43:20,2
12.8,2019-01-08 22:40:44,2
9.8,2019-01-28 03:40:49,2
-20.5,2019-01-19 10:23:56,2
-12.9,2019-01-08 20:09:38,2
21.5,2019-01-16 14:17:40,2
-5.4,2019-01-01 02:23:01,2
35.1,2019-01-07 13:30:34,2
-39.2,2019-01-30 20:24:05,2
22.7,2019-01-10 00:53:48,2
-9.1,2019-01-16 17:44:48,2
-9.6,2019-01-02 13:53:11,2
38.4,2019-01-25 11:26:10,2
39.4,2019-01-24 10:11:10,2
-24.3,2019-01-27 02:40:46,2
7.4,2019-01-08 11:59:25,2
32.8,2019-01-20 15:02:38,2
2.3,2019-01-30 07:56:19,2
37.4,2019-01-13 10:21:26,2
-31.2,2019-01-03 10:47:17,2
36.1,2019-01-06 07:27:18,2
2.2,2019-01-06 15:52:54,2
15.3,2019-01-12 11:43:35,2
30.9,2019-01-09 20:50:55,2
38.6,2019-01-26 05:47:13,2
25.8,2019-01-20 23:43:19,2
36.9,2019-01-12 10:20:58,2
-5.9,2019-01-04 11:10:10,2
-1.5,2019-01-06 04:17:22,2
-36.9,2019-01-28 06:48:10,2
35.8,2019-01-19 14:48:50,2
-18.4,2019-01-24 13:40:32,2
-6.3,2019-01-22 03:17:22,2
-12.4,2019-01-29 19:18:24,2
-18.5,2019-01-01 06:10:08,2
-4.4,2019-01-04 10:23:26,2
0.9,2019-01-05 18:08:13,2
-20.0,2019-01-04 13:54:15,2
8.6,2019-01-12 16:29:07,2
-23.2,2019-01-18 10:21:34,2
-5.3,2019-01-23 19:01:06,2
35.2,2019-01-22 04:13:07,2
-39.3,2019-01-27 12:50:59,2
-17.0,2019-01-30 16:55:26,2
-39.0,2019-01-06 16:49:17,2
-26.7,2019-01-25 23:01:32,2
10.1,2019-01-02 08:45:22,2
27.6,2019-01-27 14:10:03,2
-21.2,2019-01-23 10:28:56,2
-13.8,2019-01-21 14:04:42,2
36.1,2019-01-08 02:04:42,2
-8.5,2019-01-19 05:59:48,2
26.6,2019-01-15 03:58:41,2
-14.2,2019-01-05 18:01:21,2
-7.7,2019-01-13 13:10:10,2
-18.1,2019-01-07 12:25:26,2
13.9,2019-01-27 11:58:50,2
-16.5,2019-01-11 14:07:00,2
-37.8,2019-01-30 12:05:43,2
38.3,2019-01-29 19:19:45,2
22.4,2019-01-03 16:58:52,2
-37.2,2019-01-15 21:57:37,2
-37.7,2019-01-02 17:04:35,2
20.2,2019-01-12 10:46:22,2
-16.0,2019-01-02 15:58:25,2
-36.3,2019-01-28 13:35:40,2
28.7,2019-01-08 08:35:46,2
-13.6,2019-01-11 15:42:56,2
-17.6,2019-01-11 21:21:53,2
-34.8,2019-01-18 13:56:10,2
-16.8,2019-01-12 10:50:41,2
13.2,2019-01-29 07:27:19,2
32.2,2019-01-17 08:15:27,2
9.3,2019-01-04 20:09:06,2
12.8,2019-01-20 00:00:39,2
-37.8,2019-01-07 02:36:52,2
30.3,2019-01-24 04:38:12,2
-23.5,2019-01-08 03:18:25,2
-29.9,2019-01-30 15:43:28,2
17.4,2019-01-23 02:24:59,2
6.3,2019-01-09 20:33:12,2
-28.0,2019-01-14 18:09:04,2
6.8,2019-01-17 19:01:31,2
33.3,2019-01-03 06:27:25,2
-6.3,2019-01-25 05:08:52,2
-4.8,2019-01-13 12:59:50,2
39.8,2019-01-26 02:29:13,2
-18.4,2019-01-16 07:07:53,2
-39.9,2019-01-17 03:49:08,2
27.4,2019-01-08 18:18:07,2
20.4,2019-01-22 09:24:16,2
-11.5,2019-01-01 17:26:32,2
-28.9,2019-01-27 07:22:12,2
21.6,2019-01-18 18:22:21,2
-6.7,2019-01-05 04:17:18,2
-11.4,2019-01-05 13:08:27,2
-28.9,2019-01-07 15:49:44,2
27.0,2019-01-06 02:03:09,2
31.1,2019-01-05 07:31:43,2
-0.5,2019-01-24 03:21:16,2
-5.1,2019-01-15 08:34:51,2
-13.0,2019-01-26 23:29:20,2
11.4,2019-01-23 04:31:20,2
31.1,2019-01-30 15:18:06,2
-19.0,2019-01-21 13:31:33,2
-31.6,2019-01-29 02:29:38,2
-8.5,2019-01-07 20:10:52,2
-37.5,2019-01-05 23:27:16,2
-11.3,2019-01-21 05:26:27,2
24.7,2019-01-25 07:02:21,2
-10.7,2019-01-09 14:34:29,2
11.8,2019-01-11 17:58:04,2
-0.9,2019-01-02 04:55:58,2
-20.5,2019-01-09 03:10:47,2
15.2,2019-01-05 19:26:48,2
-6.2,2019-01-20 16:55:09,2
17.3,2019-01-20 01:44:02,2
-22.1,2019-01-19 13:38:15,2
-12.6,2019-01-30 04:30:09,2
-26.2,2019-01-05 23:58:16,2
-32.8,2019-01-12 11:16:05,2
-3.3,2019-01-15 17:42:35,2
-29.6,2019-01-13 02:00:07,2
36.9,2019-01-09 10:29:32,2
16.6,2019-01-23 21:00:46,2
23.4,2019-01-11 07:19:59,2
-26.2,2019-01-23 00:58:13,2
16.6,2019-01-12 15:58:12,2
0.1,2019-01-02 17:38:33,2
33.4,2019-01-28 22:44:10,2
24.3,2019-01-20 18:28:54,2
-4.6,2019-01-26 11:56:23,2
-1.8,2019-01-24 04:06:31,2
16.7,2019-01-15 02:23:23,2
31.6,2019-01-26 19:09:35,2
29.8,2019-01-07 19:10:00,2
38.7,2019-01-29 09:48:30,2
-10.8,2019-01-11 20:54:51,2
13.3,2019-01-08 07:50:00,2
-18.7,2019-01-22 12:00:27,2
12.4,2019-01-10 23:12:04,2
7.7,2019-01-20 03:40:17,2
9.9,2019-01-30 00:09:32,2
-4.6,2019-01-20 21:41:54,2
6.3,2019-01-29 16:36:40,2
-0.9,2019-01-25 08:19:57,2
21.0,2019-01-20 13:26:49,2
-23.6,2019-01-03 11:21:16,2
19.5,2019-01-08 12:08:32,2
20.5,2019-01-24 22:15:51,2
-3.0,2019-01-05 08:59:03,2
31.0,2019-01-05 02:58:30,2
-13.4,2019-01-23 23:47:07,2
2.8,2019-01-13 08:02:45,2
13.4,2019-01-02 06:26:16,2
-38.7,2019-01-23 14:24:03,2
-38.6,2019-01-03 22:45:57,2
-15.4,2019-01-16 18:50:20,2
19.6,2019-01-02 07:30:14,2
-30.9,2019-01-01 12:07:41,2
28.0,2019-01-23 17:29:46,2
-38.4,2019-01-24 13:24:39,2
4.6,2019-01-23 03:07:01,2
-20.6,2019-01-15 06:01:32,2
-10.1,2019-01-11 16:47:26,2
14.9,2019-01-08 16:36:22,2
33.5,2019-01-18 04:39:51,2
23.1,2019-01-28 02:15:06,2
31.9,2019-01-20 11:17:43,2
16.0,2019-01-19 20:26:37,2
35.2,2019-01-20 22:35:38,2
-31.2,2019-01-07 23:02:58,2
-14.7,2019-01-08 04:42:57,2
10.6,2019-01-01 13:46:21,2
-12.5,2019-01-30 05:20:58,2
-2.1,2019-01-22 23:18:19,2
-14.1,2019-01-11 11:37:41,2
8.1,2019-01-14 19:08:15,2
39.2,2019-01-08 08:34:09,2
-11.4,2019-01-14 16:53:17,2
-15.3,2019-01-14 14:43:41,2
36.4,2019-01-01 03:16:44,2
-6.5,2019-01-29 10:13:31,2
15.7,2019-01-11 19:29:26,2
-39.9,2019-01-15 14:06:02,2
16.5,2019-01-05 03:12:59,2
-38.3,2019-01-19 21:49:46,2
10.3,2019-01-25 14:42:11,2
-17.2,2019-01-19 02:32:19,2
18.6,2019-01-07 08:50:33,2
3.3,2019-01-05 01:15:59,2
-21.3,2019-01-06 06:43:59,2
39.6,2019-01-18 05:42:59,2
31.3,2019-01-29 09:41:07,2
25.0,2019-01-15 12:43:57,2
34.6,2019-01-21 01:36:31,2
13.6,2019-01-23 16:11:47,2
-19.6,2019-01-25 10:42:46,2
4.9,2019-01-29 23:34:46,2
31.0,2019-01-05 10:43:57,2
6.2,2019-01-06 11:32:55,2
-24.4,2019-01-24 10:48:22,2
27.3,2019-01-21 11:18:28,2
33.0,2019-01-16 18:26:20,2
-37.0,2019-01-29 01:21:23,2
-28.0,2019-01-08 15:34:42,2
23.8,2019-01-01 06:13:36,2
18.8,2019-01-26 13:00:14,2
23.4,2019-01-16 08:21:09,2
-32.7,2019-01-23 10:10:35,2
-26.3,2019-01-25 14:05:45,2
-20.2,2019-01-24 22:33:11,2
-25.6,2019-01-20 22:50:37,2
-28.8,2019-01-23 18:39:13,2
-24.2,2019-01-05 17:28:00,2
20.9,2019-01-23 21:28:07,2
-34.4,2019-01-30 15:10:05,2
38.8,2019-01-30 09:10:47,2
-16.6,2019-01-19 02:52:25,2
-26.7,2019-01-25 18:42:40,2
33.2,2019-01-16 03:18:47,2
-19.6,2019-01-20 22:58:18,2
-10.0,2019-01-18 18:40:15,2
37.6,2019-01-16 07:31:57,2
14.7,2019-01-03 01:35:34,2
24.1,2019-01-18 13:43:24,2
29.5,2019-01-12 10:59:07,2
17.4,2019-01-04 14:44:13,2
-28.5,2019-01-14 20:41:41,2
-37.1,2019-01-12 14:49:16,2
22.5,2019-01-26 21:52:04,2
33.2,2019-01-23 07:24:52,2
-9.5,2019-01-08 21:29:50,2
-21.5,2019-01-08 17:52:41,2
-2.4,2019-01-15 07:50:33,2
-19.2,2019-01-25 18:33:17,2
37.4,2019-01-12 02:23:09,2
14.7,2019-01-30 09:44:56,2
0.4,2019-01-08 16:27:38,2
-22.4,2019-01-01 18:47:25,2
24.8,2019-01-18 15:30:26,2
-0.6,2019-01-05 12:39:02,2
1.0,2019-01-07 01:39:29,2
-35.0,2019-01-16 01:38:02,2
14.3,2019-01-27 02:40:16,2
-32.1,2019-01-03 06:21:01,2
19.9,2019-01-05 09:24:28,2
-36.5,2019-01-09 23:45:25,2
35.6,2019-01-15 19:04:35,2
25.1,2019-01-06 17:45:39,2
-4.1,2019-01-28 08:08:01,2
-32.1,2019-01-01 21:45:07,2
-21.9,2019-01-14 08:47:18,2
-38.5,2019-01-01 15:50:21,2
-7.6,2019-01-12 08:59:15,2
-8.4,2019-01-28 17:16:01,2
21.3,2019-01-16 10:03:24,2
-7.9,2019-01-03 20:33:55,2
